experiment,n_geometries,n_runs,target,overall_mse,overall_r2,overall_mape,setA_mse,setA_r2,setA_mape,setB_mse,setB_r2,setB_mape,setA_4G_r2,setA_4G_mse,setA_4G_mape,setA_3G1P_r2,setA_3G1P_mse,setA_3G1P_mape,setA_3G1B_r2,setA_3G1B_mse,setA_3G1B_mape,setA_2G2P_r2,setA_2G2P_mse,setA_2G2P_mape,setA_2G2B_r2,setA_2G2B_mse,setA_2G2B_mape,setA_2G1P1B_r2,setA_2G1P1B_mse,setA_2G1P1B_mape,setB_4G_r2,setB_4G_mse,setB_4G_mape,setB_3G1P_r2,setB_3G1P_mse,setB_3G1P_mape,setB_3G1B_r2,setB_3G1B_mse,setB_3G1B_mape,setB_2G2P_r2,setB_2G2P_mse,setB_2G2P_mape,setB_2G2B_r2,setB_2G2B_mse,setB_2G2B_mape,setB_2G1P1B_r2,setB_2G1P1B_mse,setB_2G1P1B_mape,setC_mse,setC_r2,setC_mape,setC_4G_r2,setC_4G_mse,setC_4G_mape,setC_3G1P_r2,setC_3G1P_mse,setC_3G1P_mape,setC_3G1B_r2,setC_3G1B_mse,setC_3G1B_mape,setC_2G2P_r2,setC_2G2P_mse,setC_2G2P_mape,setC_2G2B_r2,setC_2G2B_mse,setC_2G2B_mape,setC_2G1P1B_r2,setC_2G1P1B_mse,setC_2G1P1B_mape,status
random,26,858,fast_only,0.0005032324,0.963510,3.29448187%,0.0005441995,0.961736,3.46141824,0.0001355217,0.969610,1.78863991,0.991618,0.0000955186,1.74856336,0.973450,0.0003524037,2.74054580,0.972564,0.0003599996,2.75918557,0.957352,0.0006276350,3.78201397,0.956107,0.0006346407,3.80855366,0.957495,0.0006199830,3.74465895,0.984468,0.0000547966,1.24615087,0.975329,0.0001038739,1.58354621,0.973901,0.0001088720,1.63175435,0.967800,0.0001467117,1.88070488,0.967837,0.0001440938,1.86348849,0.966175,0.0001518001,1.87105030,0.0005102972,0.963202,3.37011627,0.991037,0.0001100322,1.81283686,0.974238,0.0003460408,2.75287688,0.974180,0.0003300470,2.71128720,0.961003,0.0005569240,3.59364513,0.958165,0.0005952567,3.67572622,0.957612,0.0005928051,3.66110458,done
random,26,858,keff,0.0000019101,0.517317,0.09931154%,0.0000019030,0.502285,0.09873172,0.0000021385,0.621075,0.10834461,0.694692,0.0000007938,0.06112824,0.516629,0.0000015250,0.08969321,0.555473,0.0000014358,0.08619268,0.353775,0.0000023217,0.10942804,0.435397,0.0000021079,0.10575118,0.464778,0.0000019655,0.10019996,0.247018,0.0000033335,0.13315605,0.521183,0.0000022686,0.11631517,0.540364,0.0000020722,0.11024300,0.592679,0.0000022373,0.10912815,0.568890,0.0000020068,0.10485098,0.597441,0.0000020341,0.10434239,0.0000018783,0.513132,0.09822638,0.681055,0.0000008097,0.06467647,0.537106,0.0000013687,0.08558335,0.561360,0.0000013621,0.08396523,0.390614,0.0000022234,0.10836477,0.445633,0.0000021662,0.10664884,0.475360,0.0000019930,0.10071906,done
random,26,858,thermal_only,0.0021696659,0.974646,6.54618825%,0.0022068721,0.974672,6.55553589,0.0006927869,0.987688,3.96297091,0.989778,0.0010205515,4.73754630,0.983395,0.0015415183,5.63294521,0.983591,0.0016252766,5.75393001,0.969248,0.0023874564,6.83982387,0.970835,0.0024903876,7.01479807,0.969587,0.0024893321,6.90999213,0.986235,0.0003823616,3.21149208,0.987552,0.0005920742,3.88953458,0.989800,0.0005915398,3.75789722,0.984889,0.0007317693,4.03428783,0.988097,0.0007242627,3.94001839,0.986318,0.0007507466,4.09424863,0.0023302197,0.972110,7.14027032,0.985711,0.0014889967,5.85406141,0.979841,0.0018395092,6.43012453,0.979994,0.0018980128,6.38252589,0.969504,0.0022833205,7.05801141,0.968009,0.0026343878,7.63214447,0.966564,0.0025795576,7.53229727,done
random,26,858,total,0.0000916581,0.983343,1.65650142%,0.0000971408,0.982519,1.71200151,0.0000402452,0.984278,1.11524152,0.989444,0.0000484182,1.27408925,0.984831,0.0000801958,1.53605513,0.986101,0.0000699234,1.43874849,0.980248,0.0001178501,1.90830388,0.982080,0.0000979445,1.73924668,0.981642,0.0001051654,1.78645355,0.989280,0.0000249539,0.94458562,0.984739,0.0000378278,1.07873652,0.986577,0.0000328916,1.03059799,0.982477,0.0000460976,1.16188338,0.984749,0.0000389787,1.11765017,0.983695,0.0000424835,1.14532043,0.0000987770,0.982611,1.72792067,0.988599,0.0000545290,1.33570592,0.984223,0.0000859988,1.60908878,0.985783,0.0000726252,1.47543684,0.980179,0.0001207881,1.92714641,0.982724,0.0000977635,1.74113712,0.981925,0.0001049544,1.77826393,done
random,39,1287,epithermal_only,0.0002263187,0.977437,2.34061620%,0.0001846264,0.981797,2.26470203,0.0000589591,0.985949,1.32784034,0.994300,0.0000491517,1.25345815,0.986484,0.0001288959,1.86952479,0.986505,0.0001283793,1.86660699,0.979810,0.0002113343,2.46653578,0.980192,0.0002051334,2.41832648,0.979865,0.0002096343,2.43566735,0.993785,0.0000232354,0.85463408,0.988531,0.0000462085,1.17301439,0.988294,0.0000478824,1.20903931,0.985144,0.0000627998,1.38154693,0.983975,0.0000683346,1.44263538,0.985157,0.0000632705,1.37423238,0.0001877148,0.981655,2.26636270,0.992372,0.0000692031,1.43961749,0.984443,0.0001528053,2.02953071,0.985893,0.0001346192,1.93276492,0.980754,0.0002030317,2.39870900,0.980497,0.0002053656,2.38288590,0.979708,0.0002104747,2.40119403,done
random,39,1287,fast_only,0.0006012981,0.956335,3.40616596%,0.0005554608,0.960942,3.37881240,0.0000957684,0.979134,1.46004042,0.993656,0.0000722159,1.36934529,0.973410,0.0003527169,2.55580600,0.973347,0.0003495387,2.53466916,0.955906,0.0006490025,3.77022787,0.955654,0.0006411870,3.73140342,0.955964,0.0006423192,3.72998130,0.994189,0.0000193015,0.79906776,0.985246,0.0000634425,1.19908602,0.984073,0.0000680863,1.24101849,0.976307,0.0001105477,1.59836917,0.976655,0.0001076711,1.57326058,0.976556,0.0001088024,1.54933914,0.0005298135,0.961687,3.32898875,0.990854,0.0001133773,1.56930891,0.972390,0.0003698652,2.68121000,0.974309,0.0003267653,2.51226453,0.958227,0.0005955133,3.64762184,0.956835,0.0006126993,3.64834973,0.956136,0.0006113372,3.64528332,done
random,39,1287,keff,0.0000016071,0.593899,0.09047042%,0.0000015361,0.598260,0.08881644,0.0000024259,0.570137,0.10829854,0.414564,0.0000015221,0.08890931,0.522859,0.0000015053,0.08714160,0.563518,0.0000014098,0.08411723,0.549161,0.0000016197,0.09137186,0.550480,0.0000016782,0.09428593,0.597891,0.0000014766,0.08692093,0.196374,0.0000035577,0.13101351,0.431643,0.0000026928,0.11425859,0.477136,0.0000023573,0.10618114,0.507369,0.0000027059,0.11172538,0.523831,0.0000022165,0.10705565,0.558598,0.0000022303,0.10403278,0.0000015362,0.601801,0.08788229,0.398038,0.0000015281,0.08845931,0.518522,0.0000014236,0.08467346,0.560828,0.0000013638,0.08338902,0.561901,0.0000015984,0.08886563,0.566240,0.0000016949,0.09316791,0.599508,0.0000015214,0.08726694,done
random,39,1287,thermal_only,0.0023268673,0.972541,6.49094355%,0.0022512235,0.973943,6.34244244,0.0004873824,0.991218,3.50729422,0.986443,0.0012956932,4.48505117,0.981105,0.0017198371,5.40731156,0.981108,0.0018415661,5.39355598,0.970008,0.0023120463,6.67138328,0.969134,0.0026222315,6.80554047,0.970143,0.0024286170,6.72921138,0.986357,0.0003139860,3.33594185,0.991408,0.0003985377,3.34584675,0.993040,0.0003902042,3.24560572,0.989849,0.0004890568,3.48983205,0.990561,0.0005656054,3.68484717,0.990372,0.0005238910,3.58257352,0.0024184274,0.970638,6.62045292,0.979359,0.0020873510,5.28869449,0.974439,0.0022774861,6.06723371,0.973615,0.0024404737,6.01202324,0.970158,0.0022101187,6.61559817,0.967657,0.0026431837,6.99779110,0.967483,0.0024775161,6.93277363,done
random,39,1287,total,0.0001323056,0.976054,1.74055090%,0.0000951046,0.982957,1.64100685,0.0000447156,0.982495,1.15294110,0.991859,0.0000378969,1.00708869,0.985948,0.0000748640,1.41021179,0.986826,0.0000669616,1.33992094,0.980694,0.0001154392,1.85570756,0.982225,0.0000975466,1.68674514,0.981796,0.0001046115,1.74090751,0.985835,0.0000329228,1.02306367,0.983306,0.0000412350,1.11023793,0.983008,0.0000415165,1.12439669,0.982095,0.0000469492,1.13465234,0.982233,0.0000453407,1.13104102,0.982127,0.0000464956,1.20760782,0.0001071378,0.981340,1.68889952,0.988929,0.0000548871,1.16593041,0.983693,0.0000907253,1.52588820,0.985126,0.0000769045,1.41225669,0.979454,0.0001261406,1.89234082,0.981845,0.0001037224,1.68859944,0.979654,0.0001192613,1.77760490,done
random,52,1716,epithermal_only,0.0002800655,0.972089,2.36860051%,0.0001979778,0.980523,2.21847334,0.0000668885,0.984199,1.49586667,0.990950,0.0000784233,1.37219285,0.984511,0.0001482608,1.84312385,0.984071,0.0001520595,1.86643216,0.978983,0.0002204279,2.40073883,0.978912,0.0002187627,2.37130280,0.979080,0.0002182016,2.36391278,0.993336,0.0000251331,0.96366877,0.987651,0.0000503501,1.31571229,0.987689,0.0000506710,1.32180905,0.981837,0.0000773935,1.62786312,0.981976,0.0000775165,1.62582100,0.983560,0.0000707202,1.52731177,0.0002204539,0.978490,2.26309216,0.988708,0.0001039128,1.46173579,0.981626,0.0001813404,1.95001542,0.982618,0.0001660300,1.87288609,0.977439,0.0002383562,2.42652067,0.977369,0.0002387355,2.40635445,0.976563,0.0002432848,2.41117445,done
random,52,1716,fast_only,0.0005155135,0.962591,3.17825840%,0.0005247622,0.963091,3.21511303,0.0001320413,0.971948,1.63263116,0.994290,0.0000650847,1.36959978,0.975015,0.0003313686,2.39674797,0.974800,0.0003304227,2.41006617,0.958150,0.0006158177,3.60150447,0.957815,0.0006098004,3.59900522,0.958558,0.0006042660,3.52490129,0.992135,0.0000282517,0.97105697,0.980781,0.0000853808,1.35784916,0.978186,0.0000959595,1.40272234,0.968495,0.0001509692,1.76325305,0.967497,0.0001528747,1.79629970,0.968792,0.0001483906,1.70884740,0.0004949236,0.964255,3.17491679,0.992983,0.0000869027,1.54215303,0.975373,0.0003300138,2.50393685,0.974560,0.0003239286,2.45796011,0.959670,0.0005754459,3.50977536,0.959934,0.0005690136,3.51219711,0.959652,0.0005636997,3.43800559,done
random,52,1716,keff,0.0000012491,0.684344,0.08001625%,0.0000012699,0.667884,0.08088601,0.0000011682,0.792999,0.07620495,0.777477,0.0000005786,0.05543258,0.672829,0.0000010322,0.07326150,0.686026,0.0000010141,0.07189191,0.618504,0.0000013706,0.08422483,0.608736,0.0000014608,0.08826136,0.633433,0.0000013461,0.08318959,0.666569,0.0000014761,0.09784842,0.743302,0.0000012162,0.07810822,0.821392,0.0000008052,0.06349706,0.784693,0.0000011826,0.07397955,0.744287,0.0000011903,0.07715722,0.756709,0.0000012293,0.07863944,0.0000013352,0.653889,0.08270163,0.744306,0.0000006491,0.05867062,0.643752,0.0000010534,0.07436023,0.676298,0.0000010052,0.07194058,0.580820,0.0000015294,0.08875151,0.608662,0.0000015291,0.08891730,0.630789,0.0000014026,0.08494553,done
random,52,1716,thermal_only,0.0023868687,0.972084,6.40897693%,0.0022522434,0.974161,6.18814931,0.0005473771,0.990002,3.40937597,0.989814,0.0010084488,4.01572974,0.982656,0.0016100836,5.12826912,0.982727,0.0017111465,5.19328812,0.968964,0.0024122009,6.60061652,0.969447,0.0026096296,6.78572302,0.969572,0.0024916400,6.54907762,0.983199,0.0003293886,2.54820631,0.990748,0.0004139354,2.99135973,0.992027,0.0004365380,3.03939790,0.987777,0.0005827716,3.61299087,0.988916,0.0006548630,3.76998782,0.989340,0.0005755296,3.46169149,0.0023665074,0.971629,6.72311107,0.984685,0.0015907900,5.00994871,0.979728,0.0018423123,5.85939540,0.977785,0.0020971496,6.05871084,0.968632,0.0023533323,6.78446043,0.967200,0.0026926659,7.28499092,0.967069,0.0025393897,7.06410313,done
random,52,1716,total,0.0000810323,0.985322,1.54172455%,0.0000788073,0.985875,1.52060543,0.0000463822,0.981929,1.27357155,0.993427,0.0000306001,0.99972529,0.988580,0.0000607407,1.30315623,0.989216,0.0000547134,1.26408416,0.983827,0.0000967902,1.69697618,0.985001,0.0000823207,1.58821430,0.985008,0.0000861299,1.60001245,0.992086,0.0000184094,0.79043689,0.987000,0.0000322920,1.01886049,0.985938,0.0000344890,1.07967860,0.981340,0.0000492167,1.27355239,0.978572,0.0000548883,1.43006927,0.980229,0.0000517040,1.38512817,0.0000810941,0.985815,1.53529271,0.993064,0.0000341628,1.03939317,0.987624,0.0000682249,1.36550399,0.989128,0.0000560219,1.28372620,0.983664,0.0001000687,1.71446954,0.985396,0.0000831982,1.59053875,0.985064,0.0000871258,1.59999437,done
random,65,2145,epithermal_only,0.0001661790,0.983436,2.08271066%,0.0001760553,0.982644,2.14170304,0.0000714369,0.983196,1.48343823,0.994494,0.0000475191,1.24321760,0.987102,0.0001230628,1.78479963,0.986856,0.0001250852,1.80592530,0.980869,0.0002002998,2.31300391,0.980760,0.0001992679,2.30036258,0.981014,0.0001976922,2.28249034,0.992645,0.0000274363,0.95015782,0.986328,0.0000558193,1.32472355,0.985674,0.0000595601,1.37250060,0.982090,0.0000767503,1.52917647,0.981007,0.0000822138,1.61251750,0.982318,0.0000762232,1.53035361,0.0001787963,0.982512,2.17833213,0.993690,0.0000574048,1.33038719,0.985452,0.0001425525,1.93148714,0.986397,0.0001297432,1.85255438,0.981561,0.0001944306,2.27243579,0.981319,0.0001965620,2.32071357,0.980642,0.0002006779,2.32185912,done
random,65,2145,fast_only,0.0004782392,0.965345,3.16729499%,0.0005089952,0.964233,3.26994198,0.0000974327,0.978832,1.53574425,0.993663,0.0000720689,1.48883685,0.975334,0.0003272012,2.50612313,0.974792,0.0003305444,2.52900870,0.959784,0.0005924536,3.63184266,0.959144,0.0005911540,3.62215800,0.960092,0.0005826787,3.56289311,0.991693,0.0000298631,0.89592584,0.984466,0.0000676138,1.27309817,0.983962,0.0000702739,1.27181465,0.974583,0.0001175690,1.71439510,0.976706,0.0001075274,1.65976995,0.977041,0.0001069406,1.61324941,0.0004772380,0.965552,3.20625673,0.991137,0.0001097211,1.75230124,0.975523,0.0003284453,2.61498787,0.974743,0.0003216528,2.59210984,0.961956,0.0005429985,3.47414056,0.961596,0.0005460444,3.52366980,0.961204,0.0005421412,3.43697635,done
random,65,2145,keff,0.0000010223,0.741670,0.07015701%,0.0000010282,0.731085,0.07047270,0.0000010974,0.805540,0.07320460,0.788282,0.0000005505,0.05343322,0.751116,0.0000007852,0.06174857,0.731552,0.0000008671,0.06491825,0.696352,0.0000010909,0.07258774,0.670426,0.0000012304,0.07851153,0.708555,0.0000010702,0.07157525,0.600968,0.0000017665,0.10221286,0.763002,0.0000011229,0.07198500,0.693035,0.0000013839,0.08116691,0.775017,0.0000012358,0.07645161,0.809928,0.0000008848,0.06960658,0.807060,0.0000009749,0.06871519,0.0000010793,0.720225,0.07232214,0.747506,0.0000006410,0.05826623,0.745174,0.0000007535,0.06073421,0.731030,0.0000008352,0.06383351,0.666030,0.0000012185,0.07661258,0.673229,0.0000012768,0.07981935,0.700532,0.0000011376,0.07429571,done
random,65,2145,thermal_only,0.0017653784,0.979391,5.87431422%,0.0018863577,0.978364,6.10210475,0.0005450076,0.990179,3.32035920,0.992267,0.0007549493,4.17163063,0.985624,0.0013337727,5.17141037,0.985702,0.0014144239,5.25390152,0.973816,0.0020359507,6.43372986,0.974738,0.0021585959,6.58498711,0.974232,0.0021112323,6.44868973,0.977820,0.0004154927,3.39694439,0.989385,0.0004873559,3.37023619,0.991885,0.0004538129,3.19589059,0.987340,0.0006048301,3.32216259,0.989763,0.0006142967,3.46941466,0.990158,0.0005408601,3.26341156,0.0020229979,0.975758,6.45150308,0.989991,0.0010295336,4.73413033,0.981680,0.0016718847,5.78827712,0.981412,0.0017530996,5.85872133,0.972978,0.0020189973,6.48449923,0.972239,0.0022842147,6.92394377,0.971684,0.0021844557,6.76104062,done
random,65,2145,total,0.0000770112,0.986027,1.50766849%,0.0000756402,0.986409,1.50089713,0.0000440935,0.982794,1.19284754,0.994570,0.0000250758,0.93267970,0.989390,0.0000561921,1.26160856,0.990029,0.0000503121,1.21355969,0.984188,0.0000944393,1.70055869,0.985316,0.0000804048,1.58888855,0.985531,0.0000829974,1.57996410,0.991048,0.0000208207,0.86339610,0.985005,0.0000371415,1.12162946,0.985119,0.0000364582,1.11133199,0.981095,0.0000497463,1.27744942,0.981251,0.0000479825,1.24820180,0.982339,0.0000461244,1.20123496,0.0000777335,0.986381,1.51200971,0.994088,0.0000291701,0.96486170,0.988299,0.0000642264,1.33674851,0.989966,0.0000515201,1.23034239,0.984693,0.0000935973,1.66730699,0.986026,0.0000794515,1.58307958,0.985210,0.0000862430,1.59688180,done
random,78,2574,epithermal_only,0.0001931012,0.980752,2.14590247%,0.0001839152,0.981880,2.13309025,0.0000534417,0.987225,1.20394402,0.995539,0.0000383454,1.09150233,0.987042,0.0001236365,1.68971992,0.987091,0.0001228626,1.69100393,0.979496,0.0002147953,2.36502167,0.980213,0.0002050652,2.31832577,0.979800,0.0002104747,2.30645798,0.995797,0.0000152368,0.71799304,0.990543,0.0000379873,1.01801681,0.990552,0.0000386493,1.00679113,0.986029,0.0000587741,1.28653199,0.986182,0.0000589283,1.29001429,0.985564,0.0000612982,1.28780420,0.0001793223,0.982470,2.13608236,0.993847,0.0000558380,1.29112380,0.986429,0.0001331490,1.80047925,0.986928,0.0001247136,1.75194460,0.980329,0.0002074957,2.30574456,0.981462,0.0001950756,2.29944949,0.980592,0.0002012772,2.28012691,done
random,78,2574,fast_only,0.0005134188,0.962748,3.15853258%,0.0005592743,0.960661,3.33466919,0.0000937187,0.979428,1.49411388,0.993085,0.0000788213,1.54297468,0.973305,0.0003539595,2.53927131,0.973187,0.0003514500,2.53862361,0.955700,0.0006518671,3.71266201,0.955333,0.0006455654,3.68876127,0.955591,0.0006475831,3.64841575,0.988760,0.0000377159,1.02280172,0.984043,0.0000675527,1.26074229,0.982955,0.0000717303,1.32136303,0.976647,0.0001081215,1.62152875,0.978065,0.0001008359,1.56650339,0.977600,0.0001036771,1.56886185,0.0004931475,0.964384,3.14430419,0.991448,0.0001056813,1.72876199,0.974935,0.0003361445,2.53950304,0.975559,0.0003112189,2.42617565,0.959656,0.0005754259,3.46217630,0.959940,0.0005694569,3.46516814,0.959949,0.0005592261,3.38426389,done
random,78,2574,keff,0.0000008035,0.796955,0.06411660%,0.0000007971,0.791539,0.06359900,0.0000008906,0.842196,0.06960040,0.784189,0.0000005611,0.05457013,0.782003,0.0000006878,0.05827706,0.787852,0.0000006852,0.05915635,0.763075,0.0000008512,0.06622626,0.750783,0.0000009304,0.06895670,0.783055,0.0000007967,0.06361378,0.668619,0.0000014670,0.08539262,0.811526,0.0000008930,0.06676827,0.824243,0.0000007924,0.06568090,0.827940,0.0000009451,0.07206515,0.796283,0.0000009483,0.07355863,0.838039,0.0000008184,0.06732343,0.0000008299,0.784873,0.06462602,0.753221,0.0000006265,0.05746929,0.773849,0.0000006687,0.05821832,0.778278,0.0000006885,0.05914968,0.752740,0.0000009021,0.06728339,0.745636,0.0000009939,0.07103783,0.781584,0.0000008297,0.06465115,done
random,78,2574,thermal_only,0.0019933985,0.976626,5.75728847%,0.0021209460,0.975583,5.93637072,0.0003243102,0.994345,2.63475842,0.992188,0.0007614739,3.75790410,0.984097,0.0014687314,4.91410939,0.984034,0.0015744235,5.04781180,0.970833,0.0022580102,6.25996740,0.971105,0.0024618830,6.49621191,0.970657,0.0023948138,6.31313076,0.987492,0.0002360832,2.59041674,0.995714,0.0002094610,2.04087522,0.995954,0.0002339931,2.36370967,0.992829,0.0003576377,2.81311797,0.993650,0.0003914695,2.94959332,0.993790,0.0003498077,2.68016699,0.0021388167,0.974367,6.33400509,0.988815,0.0011634744,4.77021299,0.981584,0.0016799859,5.60461453,0.980344,0.0018531923,5.72459244,0.970358,0.0022193633,6.45209224,0.971196,0.0023697493,6.71852771,0.969986,0.0023127757,6.65971403,done
random,78,2574,total,0.0000759897,0.986246,1.46092372%,0.0000808833,0.985521,1.51744275,0.0000333615,0.987004,0.96423221,0.995448,0.0000209377,0.82430774,0.989054,0.0000581611,1.23582970,0.990272,0.0000492478,1.16592811,0.982799,0.0001031214,1.75256841,0.984733,0.0000839775,1.59937434,0.984132,0.0000913319,1.62771794,0.995426,0.0000106251,0.55746843,0.990263,0.0000242056,0.79031125,0.989863,0.0000248705,0.79765910,0.985338,0.0000386637,1.07111152,0.985946,0.0000359916,1.03764151,0.985787,0.0000371723,1.02148292,0.0000740030,0.987023,1.46231472,0.994760,0.0000252091,0.89545643,0.989601,0.0000569603,1.24984702,0.991029,0.0000460449,1.16145382,0.984444,0.0000951195,1.66930365,0.986955,0.0000740208,1.51764797,0.985841,0.0000825157,1.54965724,done
random,91,3003,epithermal_only,0.0001627653,0.983776,2.05614138%,0.0001683007,0.983412,2.10222114,0.0000551852,0.987324,1.16131625,0.994853,0.0000441856,1.17716472,0.988281,0.0001117368,1.67343642,0.988083,0.0001133629,1.68987136,0.981235,0.0001965112,2.32736550,0.981616,0.0001904827,2.28491763,0.981699,0.0001906146,2.25576693,0.993913,0.0000233935,0.86264868,0.989826,0.0000424434,1.02975353,0.990127,0.0000416143,1.01242182,0.986097,0.0000611219,1.21743252,0.986067,0.0000616129,1.22527465,0.986360,0.0000604231,1.21965359,0.0001601077,0.984341,2.04080464,0.994894,0.0000463507,1.18455914,0.987586,0.0001216550,1.74097240,0.988393,0.0001106917,1.67295617,0.983156,0.0001775773,2.18275805,0.982920,0.0001797579,2.20641801,0.982605,0.0001803484,2.18117075,done
random,91,3003,fast_only,0.0004666187,0.966169,3.01049554%,0.0005025529,0.964665,3.15841459,0.0000977746,0.980172,1.26054078,0.994776,0.0000596355,1.30028533,0.976574,0.0003107367,2.32915138,0.976049,0.0003140976,2.34476409,0.960006,0.0005886770,3.55182320,0.959213,0.0005897892,3.53806869,0.960273,0.0005795395,3.47436524,0.991718,0.0000318658,0.93808569,0.986643,0.0000626760,1.02858528,0.984711,0.0000705094,1.09343195,0.977808,0.0001112576,1.37210501,0.978091,0.0001086022,1.29163644,0.977489,0.0001118997,1.34910355,0.0004451327,0.967874,2.97713343,0.994884,0.0000632339,1.35569143,0.978221,0.0002922723,2.32750324,0.978033,0.0002799323,2.24726159,0.964246,0.0005104734,3.30485718,0.963647,0.0005165458,3.29467339,0.963181,0.0005147059,3.24990169,done
random,91,3003,keff,0.0000007047,0.821927,0.05884729%,0.0000007262,0.810073,0.05988885,0.0000005465,0.903167,0.05148671,0.834303,0.0000004308,0.04601918,0.810624,0.0000005975,0.05323020,0.821752,0.0000005757,0.05221837,0.767724,0.0000008345,0.06460319,0.764610,0.0000008788,0.06742815,0.805730,0.0000007134,0.05969421,0.796660,0.0000009002,0.06922116,0.897216,0.0000004870,0.04420137,0.916627,0.0000003759,0.04079194,0.884042,0.0000006369,0.05320698,0.864585,0.0000006303,0.06133513,0.899749,0.0000005066,0.05021787,0.0000007769,0.798623,0.06250781,0.805534,0.0000004937,0.05066111,0.798593,0.0000005955,0.05442102,0.807863,0.0000005967,0.05441036,0.748738,0.0000009167,0.06851330,0.763048,0.0000009259,0.06903547,0.795551,0.0000007767,0.06262646,done
random,91,3003,thermal_only,0.0018304042,0.978620,5.80593092%,0.0019393784,0.977740,5.98135013,0.0004904423,0.991518,3.12046328,0.992492,0.0007392251,4.15133905,0.985764,0.0013218649,5.00857592,0.985100,0.0014752408,5.14277760,0.973348,0.0020682906,6.32708084,0.972868,0.0023162542,6.45682360,0.973774,0.0021470475,6.32703120,0.988102,0.0002418721,2.94076590,0.993081,0.0003477650,2.73437584,0.994366,0.0003271867,2.83683055,0.987899,0.0006061033,3.24728597,0.991303,0.0005327987,3.33291536,0.990626,0.0005341253,3.18904074,0.0020616373,0.975246,6.46146862,0.988433,0.0011929868,5.08207391,0.981151,0.0017157027,5.83569422,0.981098,0.0017799469,5.77664274,0.971870,0.0020980187,6.58196949,0.972889,0.0022261268,6.68198843,0.970871,0.0022430366,6.84315398,done
random,91,3003,total,0.0000694403,0.987418,1.42170750%,0.0000737924,0.986776,1.47863542,0.0000311985,0.987922,0.90574888,0.994442,0.0000254525,0.91181363,0.989722,0.0000545244,1.23015984,0.990568,0.0000476748,1.17942411,0.984348,0.0000937017,1.69810554,0.986116,0.0000763387,1.54091352,0.985788,0.0000817214,1.56755876,0.996279,0.0000086836,0.56551046,0.991026,0.0000223965,0.75814888,0.990945,0.0000222884,0.76746456,0.986652,0.0000355036,0.97588291,0.986720,0.0000342151,0.96836099,0.986589,0.0000353179,0.96302378,0.0000700702,0.987716,1.42763341,0.994506,0.0000265555,0.89911788,0.989570,0.0000571409,1.24729329,0.990831,0.0000470935,1.16807822,0.985709,0.0000873926,1.60963731,0.987475,0.0000711559,1.47902532,0.986878,0.0000764730,1.50175559,done
random,104,3432,epithermal_only,0.0001591774,0.984133,1.97102662%,0.0001590523,0.984315,1.99139430,0.0000435412,0.989785,1.04562260,0.996396,0.0000309874,0.98248936,0.989086,0.0001039879,1.55068307,0.988990,0.0001046507,1.55527090,0.982143,0.0001869252,2.22715496,0.982573,0.0001804668,2.18329697,0.982559,0.0001815694,2.15391627,0.998079,0.0000072033,0.51559088,0.992706,0.0000297805,0.82815486,0.992802,0.0000299432,0.82870351,0.988315,0.0000500669,1.15066593,0.988257,0.0000509797,1.15714195,0.988755,0.0000487068,1.12630617,0.0001581529,0.984529,1.97673346,0.995200,0.0000435290,1.11746820,0.988229,0.0001153122,1.63347573,0.989142,0.0001034826,1.57533236,0.982987,0.0001793496,2.14252240,0.982970,0.0001791486,2.15509185,0.982720,0.0001791438,2.12472117,done
random,104,3432,fast_only,0.0004543743,0.967082,2.99419101%,0.0004938436,0.965299,3.15863099,0.0000880846,0.980657,1.36849223,0.995031,0.0000566120,1.27041121,0.976276,0.0003149011,2.37582824,0.976032,0.0003144574,2.36817690,0.960961,0.0005750711,3.53006247,0.960361,0.0005734464,3.52822057,0.961002,0.0005693074,3.46989104,0.993421,0.0000207298,0.77261122,0.985388,0.0000616293,1.16422122,0.984797,0.0000636052,1.18821984,0.978011,0.0001022212,1.50406456,0.978818,0.0000970788,1.47348292,0.978573,0.0000991104,1.42604860,0.0004426534,0.968058,2.99921589,0.993689,0.0000780806,1.42354767,0.977992,0.0002953446,2.34859361,0.979044,0.0002674923,2.23805344,0.963734,0.0005179166,3.31821755,0.963508,0.0005188364,3.35798994,0.963872,0.0005049015,3.26266197,done
random,104,3432,keff,0.0000007144,0.819465,0.05906824%,0.0000007149,0.813025,0.05954947,0.0000007708,0.863426,0.05678795,0.826740,0.0000004505,0.04873261,0.796699,0.0000006414,0.05586574,0.838921,0.0000005203,0.05064988,0.744734,0.0000009171,0.06800561,0.770457,0.0000008570,0.06645562,0.821855,0.0000006542,0.05696417,0.674538,0.0000014408,0.09091888,0.813038,0.0000008858,0.06308474,0.849448,0.0000006787,0.05579994,0.813174,0.0000010262,0.06460830,0.856367,0.0000006686,0.05669443,0.875196,0.0000006306,0.04831070,0.0000007370,0.808965,0.06027670,0.806126,0.0000004922,0.05089525,0.787013,0.0000006298,0.05594157,0.828990,0.0000005310,0.05090535,0.747407,0.0000009216,0.06820021,0.771212,0.0000008940,0.06715487,0.818090,0.0000006910,0.05822906,done
